,Generation id,Number of archives,Average fog density,Standard deviation of fog density
0,0,3,0.08426342517704048,"[0.025, 0.025, 0.030000000000000006]"
1,1,3,0.08926342517704046,"[0.025, 0.010000000000000002, 0.030000000000000006]"
2,2,4,0.08559759709850805,"[0.025, 0.010000000000000002, 0.0049999999999999975, 0.030000000000000006]"
3,3,5,0.10258473232980916,"[0.025, 0.010000000000000002, 0.0049999999999999975, 0.03, 0.030000000000000006]"
4,4,5,0.10258473232980916,"[0.025, 0.010000000000000002, 0.0049999999999999975, 0.03, 0.030000000000000006]"
5,5,7,0.13509216188582449,"[0.025, 0.010000000000000002, 0.0049999999999999975, 0.03, 0.035, 0.09, 0.030000000000000006]"
6,6,7,0.13509216188582449,"[0.025, 0.010000000000000002, 0.0049999999999999975, 0.03, 0.035, 0.09, 0.030000000000000006]"
7,7,7,0.133663590457253,"[0.025, 0.024999999999999994, 0.010000000000000002, 0.0049999999999999975, 0.03, 0.09, 0.030000000000000006]"
8,8,7,0.133663590457253,"[0.025, 0.024999999999999994, 0.010000000000000002, 0.0049999999999999975, 0.03, 0.09, 0.030000000000000006]"
9,9,7,0.133663590457253,"[0.025, 0.024999999999999994, 0.010000000000000002, 0.0049999999999999975, 0.03, 0.09, 0.030000000000000006]"
