,Generation id,Number of archives,Average fog amount for whole generation,Name of the individual,Fog density of failure version,Fog density of successful version,Average fog density of individual,standard deviation
0,0,3,0.08426342517704048,ind1,0.08163762739792306,0.03163762739792306,0.05663762739792306,0.025
1,0,3,0.08426342517704048,ind3,0.12378450384159681,0.07378450384159681,0.09878450384159682,0.025
2,0,3,0.08426342517704048,ind9,0.12736814429160154,0.06736814429160153,0.09736814429160154,0.030000000000000006
3,1,3,0.08926342517704046,ind1,0.08163762739792306,0.03163762739792306,0.05663762739792306,0.025
4,1,3,0.08926342517704046,ind23,0.12378450384159681,0.1037845038415968,0.1137845038415968,0.010000000000000002
5,1,3,0.08926342517704046,ind9,0.12736814429160154,0.06736814429160153,0.09736814429160154,0.030000000000000006
6,2,4,0.08559759709850805,ind1,0.08163762739792306,0.03163762739792306,0.05663762739792306,0.025
7,2,4,0.08559759709850805,ind23,0.12378450384159681,0.1037845038415968,0.1137845038415968,0.010000000000000002
8,2,4,0.08559759709850805,ind42,0.0796001128629108,0.0696001128629108,0.0746001128629108,0.0049999999999999975
9,2,4,0.08559759709850805,ind9,0.12736814429160154,0.06736814429160153,0.09736814429160154,0.030000000000000006
13,3,5,0.10258473232980916,ind56,0.2005332732550136,0.1405332732550136,0.1705332732550136,0.03
12,3,5,0.10258473232980916,ind42,0.0796001128629108,0.0696001128629108,0.0746001128629108,0.0049999999999999975
14,3,5,0.10258473232980916,ind9,0.12736814429160154,0.06736814429160153,0.09736814429160154,0.030000000000000006
10,3,5,0.10258473232980916,ind1,0.08163762739792306,0.03163762739792306,0.05663762739792306,0.025
11,3,5,0.10258473232980916,ind23,0.12378450384159681,0.1037845038415968,0.1137845038415968,0.010000000000000002
15,4,5,0.10258473232980916,ind1,0.08163762739792306,0.03163762739792306,0.05663762739792306,0.025
16,4,5,0.10258473232980916,ind23,0.12378450384159681,0.1037845038415968,0.1137845038415968,0.010000000000000002
17,4,5,0.10258473232980916,ind42,0.0796001128629108,0.0696001128629108,0.0746001128629108,0.0049999999999999975
18,4,5,0.10258473232980916,ind56,0.2005332732550136,0.1405332732550136,0.1705332732550136,0.03
19,4,5,0.10258473232980916,ind9,0.12736814429160154,0.06736814429160153,0.09736814429160154,0.030000000000000006
26,5,7,0.13509216188582449,ind9,0.12736814429160154,0.06736814429160153,0.09736814429160154,0.030000000000000006
25,5,7,0.13509216188582449,ind82,0.22911786051535074,0.04911786051535074,0.13911786051535074,0.09
24,5,7,0.13509216188582449,ind75,0.3286036110363748,0.2586036110363748,0.2936036110363748,0.035
21,5,7,0.13509216188582449,ind23,0.12378450384159681,0.1037845038415968,0.1137845038415968,0.010000000000000002
22,5,7,0.13509216188582449,ind42,0.0796001128629108,0.0696001128629108,0.0746001128629108,0.0049999999999999975
20,5,7,0.13509216188582449,ind1,0.08163762739792306,0.03163762739792306,0.05663762739792306,0.025
23,5,7,0.13509216188582449,ind56,0.2005332732550136,0.1405332732550136,0.1705332732550136,0.03
32,6,7,0.13509216188582449,ind82,0.22911786051535074,0.04911786051535074,0.13911786051535074,0.09
33,6,7,0.13509216188582449,ind9,0.12736814429160154,0.06736814429160153,0.09736814429160154,0.030000000000000006
31,6,7,0.13509216188582449,ind75,0.3286036110363748,0.2586036110363748,0.2936036110363748,0.035
27,6,7,0.13509216188582449,ind1,0.08163762739792306,0.03163762739792306,0.05663762739792306,0.025
29,6,7,0.13509216188582449,ind42,0.0796001128629108,0.0696001128629108,0.0746001128629108,0.0049999999999999975
