,Initial population time,Evaluation process time,Whole process time,Every seed duration
0,0:17:20.007197,0:48:41.633807,0:48:41.696808,"['0:05:06.271450', '0:05:50.735064', '0:05:23.269602', '0:05:30.278029', '0:04:36.257485', '0:04:33.319620', '0:02:59.989789', '0:05:42.846467', '0:04:47.188753', '0:04:11.477548']"
