,Generation id,Number of archives,Average fog amount for whole generation,Name of the individual,Fog density of failure version,Fog density of successful version,Average fog density of individual,standard deviation
0,0,1,0.1007120809991606,ind6,0.1307120809991606,0.0707120809991606,0.1007120809991606,0.03
1,1,2,0.07771381577515905,ind14,0.0647155505511575,0.04471555055115751,0.05471555055115751,0.009999999999999998
2,1,2,0.07771381577515905,ind6,0.1307120809991606,0.0707120809991606,0.1007120809991606,0.03
3,2,4,0.13102449915165443,ind14,0.0647155505511575,0.04471555055115751,0.05471555055115751,0.009999999999999998
4,2,4,0.13102449915165443,ind31,0.13793318585958936,0.10793318585958936,0.12293318585958936,0.015
5,2,4,0.13102449915165443,ind32,0.1307120809991606,0.09071208099916059,0.11071208099916059,0.020000000000000004
6,2,4,0.13102449915165443,ind35,0.24073717919671023,0.23073717919671022,0.23573717919671022,0.0050000000000000044
7,3,5,0.1329896676849456,ind14,0.0647155505511575,0.04471555055115751,0.05471555055115751,0.009999999999999998
8,3,5,0.1329896676849456,ind31,0.13793318585958936,0.10793318585958936,0.12293318585958936,0.015
9,3,5,0.1329896676849456,ind32,0.1307120809991606,0.09071208099916059,0.11071208099916059,0.020000000000000004
10,3,5,0.1329896676849456,ind35,0.24073717919671023,0.23073717919671022,0.23573717919671022,0.0050000000000000044
11,3,5,0.1329896676849456,ind46,0.16585034181811031,0.11585034181811033,0.14085034181811032,0.024999999999999994
16,4,5,0.1329896676849456,ind46,0.16585034181811031,0.11585034181811033,0.14085034181811032,0.024999999999999994
15,4,5,0.1329896676849456,ind35,0.24073717919671023,0.23073717919671022,0.23573717919671022,0.0050000000000000044
12,4,5,0.1329896676849456,ind14,0.0647155505511575,0.04471555055115751,0.05471555055115751,0.009999999999999998
13,4,5,0.1329896676849456,ind31,0.13793318585958936,0.10793318585958936,0.12293318585958936,0.015
14,4,5,0.1329896676849456,ind32,0.1307120809991606,0.09071208099916059,0.11071208099916059,0.020000000000000004
17,5,5,0.1279896676849456,ind14,0.0647155505511575,0.04471555055115751,0.05471555055115751,0.009999999999999998
18,5,5,0.1279896676849456,ind31,0.13793318585958936,0.10793318585958936,0.12293318585958936,0.015
19,5,5,0.1279896676849456,ind35,0.24073717919671023,0.23073717919671022,0.23573717919671022,0.0050000000000000044
20,5,5,0.1279896676849456,ind46,0.16585034181811031,0.11585034181811033,0.14085034181811032,0.024999999999999994
21,5,5,0.1279896676849456,ind90,0.1007120809991606,0.0707120809991606,0.0857120809991606,0.015
26,6,6,0.11117831639604481,ind46,0.16585034181811031,0.11585034181811033,0.14085034181811032,0.024999999999999994
27,6,6,0.11117831639604481,ind90,0.1007120809991606,0.0707120809991606,0.0857120809991606,0.015
25,6,6,0.11117831639604481,ind35,0.24073717919671023,0.23073717919671022,0.23573717919671022,0.0050000000000000044
22,6,6,0.11117831639604481,ind108,0.04212155995154088,0.012121559951540878,0.027121559951540877,0.015
23,6,6,0.11117831639604481,ind14,0.0647155505511575,0.04471555055115751,0.05471555055115751,0.009999999999999998
24,6,6,0.11117831639604481,ind31,0.13793318585958936,0.10793318585958936,0.12293318585958936,0.015
28,7,6,0.11117831639604481,ind108,0.04212155995154088,0.012121559951540878,0.027121559951540877,0.015
29,7,6,0.11117831639604481,ind14,0.0647155505511575,0.04471555055115751,0.05471555055115751,0.009999999999999998
30,7,6,0.11117831639604481,ind31,0.13793318585958936,0.10793318585958936,0.12293318585958936,0.015
31,7,6,0.11117831639604481,ind35,0.24073717919671023,0.23073717919671022,0.23573717919671022,0.0050000000000000044
32,7,6,0.11117831639604481,ind46,0.16585034181811031,0.11585034181811033,0.14085034181811032,0.024999999999999994
33,7,6,0.11117831639604481,ind90,0.1007120809991606,0.0707120809991606,0.0857120809991606,0.015
39,8,6,0.11117831639604481,ind90,0.1007120809991606,0.0707120809991606,0.0857120809991606,0.015
38,8,6,0.11117831639604481,ind46,0.16585034181811031,0.11585034181811033,0.14085034181811032,0.024999999999999994
37,8,6,0.11117831639604481,ind35,0.24073717919671023,0.23073717919671022,0.23573717919671022,0.0050000000000000044
35,8,6,0.11117831639604481,ind14,0.0647155505511575,0.04471555055115751,0.05471555055115751,0.009999999999999998
34,8,6,0.11117831639604481,ind108,0.04212155995154088,0.012121559951540878,0.027121559951540877,0.015
36,8,6,0.11117831639604481,ind31,0.13793318585958936,0.10793318585958936,0.12293318585958936,0.015
44,9,6,0.10784498306271147,ind35,0.24073717919671023,0.23073717919671022,0.23573717919671022,0.0050000000000000044
40,9,6,0.10784498306271147,ind108,0.04212155995154088,0.012121559951540878,0.027121559951540877,0.015
41,9,6,0.10784498306271147,ind150,0.0707120809991606,0.050712080999160594,0.060712080999160596,0.010000000000000002
42,9,6,0.10784498306271147,ind151,0.0647155505511575,0.05471555055115751,0.05971555055115751,0.0049999999999999975
43,9,6,0.10784498306271147,ind31,0.13793318585958936,0.10793318585958936,0.12293318585958936,0.015
45,9,6,0.10784498306271147,ind46,0.16585034181811031,0.11585034181811033,0.14085034181811032,0.024999999999999994
