,Initial population time,Evaluation process time,Whole process time,Every seed duration
0,0:16:35.198131,2:00:29.907993,2:00:29.982990,"['0:12:23.776220', '0:11:31.410748', '0:12:35.123073', '0:11:50.478307', '0:11:53.124478', '0:12:28.054481', '0:11:19.096358', '0:12:37.513371', '0:11:35.197134', '0:12:16.133823']"
