,Generation id,Number of archives,Average fog amount for whole generation,Name of the individual,Fog density of failure version,Fog density of successful version,Average fog density of individual,standard deviation
0,1,1,0.06957238626157486,ind13,0.10707238626157486,0.03207238626157487,0.06957238626157486,0.0375
72,2,1,0.06957238626157486,ind13,0.10707238626157486,0.03207238626157487,0.06957238626157486,0.0375
156,3,3,0.11884109497316923,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
157,3,3,0.11884109497316923,ind34,0.22857359102766117,0.13857359102766117,0.1835735910276612,0.045
155,3,3,0.11884109497316923,ind27,0.08837730763027157,0.028377307630271575,0.058377307630271574,0.03
248,4,3,0.11384109497316923,ind27,0.08837730763027157,0.028377307630271575,0.058377307630271574,0.03
249,4,3,0.11384109497316923,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
250,4,3,0.11384109497316923,ind41,0.19857359102766117,0.13857359102766117,0.16857359102766117,0.03
341,5,4,0.11443638701368114,ind27,0.08837730763027157,0.028377307630271575,0.058377307630271574,0.03
342,5,4,0.11443638701368114,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
343,5,4,0.11443638701368114,ind41,0.19857359102766117,0.13857359102766117,0.16857359102766117,0.03
344,5,4,0.11443638701368114,ind57,0.1312222631352169,0.1012222631352169,0.1162222631352169,0.015
348,6,5,0.13260063469179356,ind57,0.1312222631352169,0.1012222631352169,0.1162222631352169,0.015
345,6,5,0.13260063469179356,ind27,0.08837730763027157,0.028377307630271575,0.058377307630271574,0.03
346,6,5,0.13260063469179356,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
347,6,5,0.13260063469179356,ind41,0.19857359102766117,0.13857359102766117,0.16857359102766117,0.03
349,6,5,0.13260063469179356,ind65,0.22775762540424338,0.1827576254042434,0.2052576254042434,0.022499999999999992
350,7,5,0.13110063469179356,ind27,0.08837730763027157,0.028377307630271575,0.058377307630271574,0.03
351,7,5,0.13110063469179356,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
352,7,5,0.13110063469179356,ind41,0.19857359102766117,0.13857359102766117,0.16857359102766117,0.03
353,7,5,0.13110063469179356,ind57,0.1312222631352169,0.1012222631352169,0.1162222631352169,0.015
354,7,5,0.13110063469179356,ind73,0.21275762540424337,0.1827576254042434,0.19775762540424338,0.014999999999999986
355,8,5,0.13560063469179356,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
356,8,5,0.13560063469179356,ind41,0.19857359102766117,0.13857359102766117,0.16857359102766117,0.03
357,8,5,0.13560063469179356,ind57,0.1312222631352169,0.1012222631352169,0.1162222631352169,0.015
358,8,5,0.13560063469179356,ind73,0.21275762540424337,0.1827576254042434,0.19775762540424338,0.014999999999999986
359,8,5,0.13560063469179356,ind89,0.1033773076302716,0.058377307630271574,0.0808773076302716,0.022500000000000013
364,9,6,0.13333119760016512,ind73,0.21275762540424337,0.1827576254042434,0.19775762540424338,0.014999999999999986
360,9,6,0.13333119760016512,ind102,0.18198401214202292,0.06198401214202294,0.12198401214202292,0.05999999999999999
361,9,6,0.13333119760016512,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
363,9,6,0.13333119760016512,ind57,0.1312222631352169,0.1012222631352169,0.1162222631352169,0.015
362,9,6,0.13333119760016512,ind41,0.19857359102766117,0.13857359102766117,0.16857359102766117,0.03
365,9,6,0.13333119760016512,ind89,0.1033773076302716,0.058377307630271574,0.0808773076302716,0.022500000000000013
6,10,7,0.12595441991493972,ind73,0.21275762540424337,0.1827576254042434,0.19775762540424338,0.014999999999999986
7,10,7,0.12595441991493972,ind89,0.1033773076302716,0.058377307630271574,0.0808773076302716,0.022500000000000013
1,10,7,0.12595441991493972,ind102,0.18198401214202292,0.06198401214202294,0.12198401214202292,0.05999999999999999
2,10,7,0.12595441991493972,ind116,0.11169375380358723,0.05169375380358724,0.08169375380358723,0.029999999999999995
3,10,7,0.12595441991493972,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
4,10,7,0.12595441991493972,ind41,0.19857359102766117,0.13857359102766117,0.16857359102766117,0.03
5,10,7,0.12595441991493972,ind57,0.1312222631352169,0.1012222631352169,0.1162222631352169,0.015
8,11,7,0.12809727705779686,ind116,0.11169375380358723,0.05169375380358724,0.08169375380358723,0.029999999999999995
9,11,7,0.12809727705779686,ind124,0.18198401214202292,0.09198401214202294,0.13698401214202294,0.04499999999999999
10,11,7,0.12809727705779686,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
12,11,7,0.12809727705779686,ind57,0.1312222631352169,0.1012222631352169,0.1162222631352169,0.015
13,11,7,0.12809727705779686,ind73,0.21275762540424337,0.1827576254042434,0.19775762540424338,0.014999999999999986
11,11,7,0.12809727705779686,ind41,0.19857359102766117,0.13857359102766117,0.16857359102766117,0.03
14,11,7,0.12809727705779686,ind89,0.1033773076302716,0.058377307630271574,0.0808773076302716,0.022500000000000013
15,12,7,0.12702584848636828,ind124,0.18198401214202292,0.09198401214202294,0.13698401214202294,0.04499999999999999
17,12,7,0.12702584848636828,ind141,0.16857359102766117,0.13857359102766117,0.15357359102766116,0.015
18,12,7,0.12702584848636828,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
19,12,7,0.12702584848636828,ind57,0.1312222631352169,0.1012222631352169,0.1162222631352169,0.015
20,12,7,0.12702584848636828,ind73,0.21275762540424337,0.1827576254042434,0.19775762540424338,0.014999999999999986
21,12,7,0.12702584848636828,ind89,0.1033773076302716,0.058377307630271574,0.0808773076302716,0.022500000000000013
16,12,7,0.12702584848636828,ind133,0.11169375380358723,0.06669375380358725,0.08919375380358724,0.022499999999999992
28,13,7,0.12702584848636828,ind89,0.1033773076302716,0.058377307630271574,0.0808773076302716,0.022500000000000013
26,13,7,0.12702584848636828,ind57,0.1312222631352169,0.1012222631352169,0.1162222631352169,0.015
25,13,7,0.12702584848636828,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
22,13,7,0.12702584848636828,ind124,0.18198401214202292,0.09198401214202294,0.13698401214202294,0.04499999999999999
23,13,7,0.12702584848636828,ind133,0.11169375380358723,0.06669375380358725,0.08919375380358724,0.022499999999999992
24,13,7,0.12702584848636828,ind141,0.16857359102766117,0.13857359102766117,0.15357359102766116,0.015
27,13,7,0.12702584848636828,ind73,0.21275762540424337,0.1827576254042434,0.19775762540424338,0.014999999999999986
32,14,7,0.12702584848636828,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
29,14,7,0.12702584848636828,ind124,0.18198401214202292,0.09198401214202294,0.13698401214202294,0.04499999999999999
30,14,7,0.12702584848636828,ind133,0.11169375380358723,0.06669375380358725,0.08919375380358724,0.022499999999999992
31,14,7,0.12702584848636828,ind141,0.16857359102766117,0.13857359102766117,0.15357359102766116,0.015
33,14,7,0.12702584848636828,ind57,0.1312222631352169,0.1012222631352169,0.1162222631352169,0.015
35,14,7,0.12702584848636828,ind89,0.1033773076302716,0.058377307630271574,0.0808773076302716,0.022500000000000013
34,14,7,0.12702584848636828,ind73,0.21275762540424337,0.1827576254042434,0.19775762540424338,0.014999999999999986
39,15,7,0.12702584848636828,ind28,0.13707238626157486,0.09207238626157487,0.11457238626157487,0.0225
36,15,7,0.12702584848636828,ind124,0.18198401214202292,0.09198401214202294,0.13698401214202294,0.04499999999999999
