,Generation id,Number of archives,Initial population time,Evaluation process time,Distance calculation time,Whole process time
0,0,6,0:45:57.976483,0:23:59.438020,0:00:11.062957,1:10:08.477460
1,1,8,0:00:00.010000,0:21:53.151914,0:03:20.160939,0:25:13.322853
2,2,12,0:00:00.009000,0:28:06.310608,0:04:20.860439,0:32:27.180047
3,3,12,0:00:00.009998,0:33:58.552856,0:06:43.631532,0:40:42.195389
4,4,12,0:00:00.011998,0:33:24.647676,0:06:18.352058,0:39:43.011732
5,5,12,0:00:00.012001,0:33:29.157576,0:06:19.949003,0:39:49.118580
