,Generation id,Number of archives,Average fog amount for whole generation,Name of the individual,Fog density of failure version,Fog density of successful version,Average fog density of individual,standard deviation
0,0,4,0.17083450774465608,ind11,0.23994029552283533,0.20994029552283533,0.22494029552283534,0.015
1,0,4,0.17083450774465608,ind6,0.055006733586093266,0.04000673358609327,0.04750673358609327,0.0075
2,0,4,0.17083450774465608,ind8,0.23907431380459832,0.16407431380459833,0.20157431380459834,0.03749999999999999
3,0,4,0.17083450774465608,ind9,0.25431668806509744,0.16431668806509744,0.20931668806509746,0.045
4,1,5,0.14772606429968088,ind21,0.23994029552283533,0.22494029552283534,0.23244029552283535,0.007499999999999993
5,1,5,0.14772606429968088,ind26,0.09279229051978004,0.0027922905197800382,0.04779229051978004,0.045
6,1,5,0.14772606429968088,ind6,0.055006733586093266,0.04000673358609327,0.04750673358609327,0.0075
7,1,5,0.14772606429968088,ind8,0.23907431380459832,0.16407431380459833,0.20157431380459834,0.03749999999999999
8,1,5,0.14772606429968088,ind9,0.25431668806509744,0.16431668806509744,0.20931668806509746,0.045
123,2,7,0.15441475928829504,ind39,0.1919709716540896,0.041970971654089625,0.11697097165408962,0.07499999999999998
124,2,7,0.15441475928829504,ind40,0.03279229051978004,0.0027922905197800382,0.01779229051978004,0.015000000000000001
125,2,7,0.15441475928829504,ind6,0.055006733586093266,0.04000673358609327,0.04750673358609327,0.0075
126,2,7,0.15441475928829504,ind8,0.23907431380459832,0.16407431380459833,0.20157431380459834,0.03749999999999999
127,2,7,0.15441475928829504,ind9,0.25431668806509744,0.16431668806509744,0.20931668806509746,0.045
122,2,7,0.15441475928829504,ind36,0.3078020218655713,0.20280202186557136,0.2553020218655713,0.05249999999999998
121,2,7,0.15441475928829504,ind21,0.23994029552283533,0.22494029552283534,0.23244029552283535,0.007499999999999993
248,3,7,0.15762904500258076,ind21,0.23994029552283533,0.22494029552283534,0.23244029552283535,0.007499999999999993
249,3,7,0.15762904500258076,ind39,0.1919709716540896,0.041970971654089625,0.11697097165408962,0.07499999999999998
250,3,7,0.15762904500258076,ind40,0.03279229051978004,0.0027922905197800382,0.01779229051978004,0.015000000000000001
251,3,7,0.15762904500258076,ind48,0.29280202186557136,0.26280202186557133,0.27780202186557135,0.015000000000000013
252,3,7,0.15762904500258076,ind6,0.055006733586093266,0.04000673358609327,0.04750673358609327,0.0075
253,3,7,0.15762904500258076,ind8,0.23907431380459832,0.16407431380459833,0.20157431380459834,0.03749999999999999
254,3,7,0.15762904500258076,ind9,0.25431668806509744,0.16431668806509744,0.20931668806509746,0.045
366,4,7,0.15655761643115218,ind6,0.055006733586093266,0.04000673358609327,0.04750673358609327,0.0075
369,4,7,0.15655761643115218,ind9,0.25431668806509744,0.16431668806509744,0.20931668806509746,0.045
368,4,7,0.15655761643115218,ind8,0.23907431380459832,0.16407431380459833,0.20157431380459834,0.03749999999999999
367,4,7,0.15655761643115218,ind73,0.17697097165408962,0.041970971654089625,0.10947097165408962,0.06749999999999999
363,4,7,0.15655761643115218,ind21,0.23994029552283533,0.22494029552283534,0.23244029552283535,0.007499999999999993
365,4,7,0.15655761643115218,ind48,0.29280202186557136,0.26280202186557133,0.27780202186557135,0.015000000000000013
364,4,7,0.15655761643115218,ind40,0.03279229051978004,0.0027922905197800382,0.01779229051978004,0.015000000000000001
374,5,8,0.16200836647468084,ind73,0.17697097165408962,0.041970971654089625,0.10947097165408962,0.06749999999999999
375,5,8,0.16200836647468084,ind8,0.23907431380459832,0.16407431380459833,0.20157431380459834,0.03749999999999999
377,5,8,0.16200836647468084,ind91,0.2526636167793813,0.1476636167793813,0.20016361677938133,0.052500000000000005
373,5,8,0.16200836647468084,ind6,0.055006733586093266,0.04000673358609327,0.04750673358609327,0.0075
376,5,8,0.16200836647468084,ind9,0.25431668806509744,0.16431668806509744,0.20931668806509746,0.045
371,5,8,0.16200836647468084,ind40,0.03279229051978004,0.0027922905197800382,0.01779229051978004,0.015000000000000001
370,5,8,0.16200836647468084,ind21,0.23994029552283533,0.22494029552283534,0.23244029552283535,0.007499999999999993
372,5,8,0.16200836647468084,ind48,0.29280202186557136,0.26280202186557133,0.27780202186557135,0.015000000000000013
378,6,8,0.16200836647468084,ind21,0.23994029552283533,0.22494029552283534,0.23244029552283535,0.007499999999999993
379,6,8,0.16200836647468084,ind40,0.03279229051978004,0.0027922905197800382,0.01779229051978004,0.015000000000000001
384,6,8,0.16200836647468084,ind9,0.25431668806509744,0.16431668806509744,0.20931668806509746,0.045
381,6,8,0.16200836647468084,ind6,0.055006733586093266,0.04000673358609327,0.04750673358609327,0.0075
382,6,8,0.16200836647468084,ind73,0.17697097165408962,0.041970971654089625,0.10947097165408962,0.06749999999999999
380,6,8,0.16200836647468084,ind48,0.29280202186557136,0.26280202186557133,0.27780202186557135,0.015000000000000013
383,6,8,0.16200836647468084,ind8,0.23907431380459832,0.16407431380459833,0.20157431380459834,0.03749999999999999
385,6,8,0.16200836647468084,ind91,0.2526636167793813,0.1476636167793813,0.20016361677938133,0.052500000000000005
394,7,9,0.16097634350502882,ind91,0.2526636167793813,0.1476636167793813,0.20016361677938133,0.052500000000000005
393,7,9,0.16097634350502882,ind9,0.25431668806509744,0.16431668806509744,0.20931668806509746,0.045
392,7,9,0.16097634350502882,ind8,0.23907431380459832,0.16407431380459833,0.20157431380459834,0.03749999999999999
391,7,9,0.16097634350502882,ind73,0.17697097165408962,0.041970971654089625,0.10947097165408962,0.06749999999999999
390,7,9,0.16097634350502882,ind6,0.055006733586093266,0.04000673358609327,0.04750673358609327,0.0075
388,7,9,0.16097634350502882,ind40,0.03279229051978004,0.0027922905197800382,0.01779229051978004,0.015000000000000001
387,7,9,0.16097634350502882,ind21,0.23994029552283533,0.22494029552283534,0.23244029552283535,0.007499999999999993
386,7,9,0.16097634350502882,ind118,0.2052201597478127,0.10022015974781273,0.15272015974781272,0.05249999999999999
