,Initial population time,Evaluation process time,Whole process time,Every seed duration
0,0:16:23.947813,1:30:56.331914,1:30:56.398914,"['0:11:14.284970', '0:08:51.924103', '0:09:40.268796', '0:09:57.831100', '0:10:06.778484', '0:10:09.385460', '0:09:26.538485', '0:02:58.915997', '0:09:10.598354', '0:09:19.806165']"
