,Generation id,Number of archives,Average fog amount for whole generation,Name of the individual,Fog density of failure version,Fog density of successful version,Average fog density of individual,standard deviation
0,0,1,0.13126631292743157,ind4,0.14126631292743155,0.12126631292743156,0.13126631292743157,0.009999999999999995
1,1,2,0.09114578669986292,ind21,0.08602526047229427,0.016025260472294266,0.05102526047229426,0.034999999999999996
2,1,2,0.09114578669986292,ind4,0.14126631292743155,0.12126631292743156,0.13126631292743157,0.009999999999999995
57,2,2,0.09864578669986292,ind4,0.14126631292743155,0.12126631292743156,0.13126631292743157,0.009999999999999995
56,2,2,0.09864578669986292,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
118,3,2,0.09864578669986292,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
119,3,2,0.09864578669986292,ind4,0.14126631292743155,0.12126631292743156,0.13126631292743157,0.009999999999999995
198,4,3,0.10967980842079074,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
199,4,3,0.10967980842079074,ind4,0.14126631292743155,0.12126631292743156,0.13126631292743157,0.009999999999999995
200,4,3,0.10967980842079074,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
245,5,3,0.10967980842079074,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
246,5,3,0.10967980842079074,ind4,0.14126631292743155,0.12126631292743156,0.13126631292743157,0.009999999999999995
247,5,3,0.10967980842079074,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
248,6,4,0.1174136793218313,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
249,6,4,0.1174136793218313,ind4,0.14126631292743155,0.12126631292743156,0.13126631292743157,0.009999999999999995
251,6,4,0.1174136793218313,ind92,0.210615292024953,0.07061529202495301,0.140615292024953,0.06999999999999999
250,6,4,0.1174136793218313,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
252,7,4,0.1174136793218313,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
253,7,4,0.1174136793218313,ind4,0.14126631292743155,0.12126631292743156,0.13126631292743157,0.009999999999999995
254,7,4,0.1174136793218313,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
255,7,4,0.1174136793218313,ind92,0.210615292024953,0.07061529202495301,0.140615292024953,0.06999999999999999
256,8,4,0.1174136793218313,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
257,8,4,0.1174136793218313,ind4,0.14126631292743155,0.12126631292743156,0.13126631292743157,0.009999999999999995
258,8,4,0.1174136793218313,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
259,8,4,0.1174136793218313,ind92,0.210615292024953,0.07061529202495301,0.140615292024953,0.06999999999999999
260,9,4,0.1174136793218313,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
261,9,4,0.1174136793218313,ind4,0.14126631292743155,0.12126631292743156,0.13126631292743157,0.009999999999999995
262,9,4,0.1174136793218313,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
263,9,4,0.1174136793218313,ind92,0.210615292024953,0.07061529202495301,0.140615292024953,0.06999999999999999
3,10,5,0.1342304653775887,ind158,0.2564976096006183,0.15649760960061831,0.2064976096006183,0.04999999999999999
4,10,5,0.1342304653775887,ind160,0.13126631292743157,0.12126631292743156,0.12626631292743157,0.0050000000000000044
5,10,5,0.1342304653775887,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
6,10,5,0.1342304653775887,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
7,10,5,0.1342304653775887,ind92,0.210615292024953,0.07061529202495301,0.140615292024953,0.06999999999999999
10,11,5,0.1342304653775887,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
12,11,5,0.1342304653775887,ind92,0.210615292024953,0.07061529202495301,0.140615292024953,0.06999999999999999
11,11,5,0.1342304653775887,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
9,11,5,0.1342304653775887,ind160,0.13126631292743157,0.12126631292743156,0.12626631292743157,0.0050000000000000044
8,11,5,0.1342304653775887,ind158,0.2564976096006183,0.15649760960061831,0.2064976096006183,0.04999999999999999
17,12,5,0.1342304653775887,ind92,0.210615292024953,0.07061529202495301,0.140615292024953,0.06999999999999999
16,12,5,0.1342304653775887,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
15,12,5,0.1342304653775887,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
14,12,5,0.1342304653775887,ind160,0.13126631292743157,0.12126631292743156,0.12626631292743157,0.0050000000000000044
13,12,5,0.1342304653775887,ind158,0.2564976096006183,0.15649760960061831,0.2064976096006183,0.04999999999999999
21,13,5,0.1342304653775887,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
22,13,5,0.1342304653775887,ind92,0.210615292024953,0.07061529202495301,0.140615292024953,0.06999999999999999
18,13,5,0.1342304653775887,ind158,0.2564976096006183,0.15649760960061831,0.2064976096006183,0.04999999999999999
19,13,5,0.1342304653775887,ind160,0.13126631292743157,0.12126631292743156,0.12626631292743157,0.0050000000000000044
20,13,5,0.1342304653775887,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
26,14,5,0.1342304653775887,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
24,14,5,0.1342304653775887,ind160,0.13126631292743157,0.12126631292743156,0.12626631292743157,0.0050000000000000044
25,14,5,0.1342304653775887,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
23,14,5,0.1342304653775887,ind158,0.2564976096006183,0.15649760960061831,0.2064976096006183,0.04999999999999999
27,14,5,0.1342304653775887,ind92,0.210615292024953,0.07061529202495301,0.140615292024953,0.06999999999999999
28,15,5,0.1342304653775887,ind158,0.2564976096006183,0.15649760960061831,0.2064976096006183,0.04999999999999999
29,15,5,0.1342304653775887,ind160,0.13126631292743157,0.12126631292743156,0.12626631292743157,0.0050000000000000044
32,15,5,0.1342304653775887,ind92,0.210615292024953,0.07061529202495301,0.140615292024953,0.06999999999999999
31,15,5,0.1342304653775887,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
30,15,5,0.1342304653775887,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
34,16,5,0.1342304653775887,ind160,0.13126631292743157,0.12126631292743156,0.12626631292743157,0.0050000000000000044
35,16,5,0.1342304653775887,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
36,16,5,0.1342304653775887,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
37,16,5,0.1342304653775887,ind92,0.210615292024953,0.07061529202495301,0.140615292024953,0.06999999999999999
33,16,5,0.1342304653775887,ind158,0.2564976096006183,0.15649760960061831,0.2064976096006183,0.04999999999999999
38,17,6,0.12859882329686514,ind158,0.2564976096006183,0.15649760960061831,0.2064976096006183,0.04999999999999999
39,17,6,0.12859882329686514,ind160,0.13126631292743157,0.12126631292743156,0.12626631292743157,0.0050000000000000044
40,17,6,0.12859882329686514,ind272,0.1754406128932473,0.025440612893247287,0.1004406128932473,0.07500000000000001
43,17,6,0.12859882329686514,ind92,0.210615292024953,0.07061529202495301,0.140615292024953,0.06999999999999999
41,17,6,0.12859882329686514,ind31,0.07602526047229427,0.05602526047229427,0.06602526047229426,0.010000000000000002
42,17,6,0.12859882329686514,ind71,0.1617478518626464,0.10174785186264639,0.1317478518626464,0.030000000000000006
