,Generation id,Number of archives,Average fog amount for whole generation,Name of the individual,Fog density of failure version,Fog density of successful version,Average fog density of individual,standard deviation
27,5,6,0.15490346884916154,ind67,0.18708660307854727,0.16708660307854728,0.1770866030785473,0.009999999999999995
26,5,6,0.15490346884916154,ind43,0.21539814769744783,0.19539814769744784,0.20539814769744785,0.009999999999999995
25,5,6,0.15490346884916154,ind21,0.13386217074425802,0.11386217074425803,0.12386217074425802,0.009999999999999995
23,5,6,0.15490346884916154,ind18,0.16633845330858876,0.13633845330858876,0.15133845330858875,0.015
22,5,6,0.15490346884916154,ind10,0.14458643637240515,0.11458643637240515,0.12958643637240513,0.015
24,5,6,0.15490346884916154,ind2,0.15214900189372219,0.1321490018937222,0.1421490018937222,0.009999999999999995
28,6,6,0.15490346884916154,ind10,0.14458643637240515,0.11458643637240515,0.12958643637240513,0.015
29,6,6,0.15490346884916154,ind18,0.16633845330858876,0.13633845330858876,0.15133845330858875,0.015
30,6,6,0.15490346884916154,ind2,0.15214900189372219,0.1321490018937222,0.1421490018937222,0.009999999999999995
31,6,6,0.15490346884916154,ind21,0.13386217074425802,0.11386217074425803,0.12386217074425802,0.009999999999999995
32,6,6,0.15490346884916154,ind43,0.21539814769744783,0.19539814769744784,0.20539814769744785,0.009999999999999995
33,6,6,0.15490346884916154,ind67,0.18708660307854727,0.16708660307854728,0.1770866030785473,0.009999999999999995
38,7,6,0.15490346884916154,ind43,0.21539814769744783,0.19539814769744784,0.20539814769744785,0.009999999999999995
39,7,6,0.15490346884916154,ind67,0.18708660307854727,0.16708660307854728,0.1770866030785473,0.009999999999999995
37,7,6,0.15490346884916154,ind21,0.13386217074425802,0.11386217074425803,0.12386217074425802,0.009999999999999995
36,7,6,0.15490346884916154,ind2,0.15214900189372219,0.1321490018937222,0.1421490018937222,0.009999999999999995
35,7,6,0.15490346884916154,ind18,0.16633845330858876,0.13633845330858876,0.15133845330858875,0.015
34,7,6,0.15490346884916154,ind10,0.14458643637240515,0.11458643637240515,0.12958643637240513,0.015
40,8,6,0.15490346884916154,ind10,0.14458643637240515,0.11458643637240515,0.12958643637240513,0.015
41,8,6,0.15490346884916154,ind18,0.16633845330858876,0.13633845330858876,0.15133845330858875,0.015
42,8,6,0.15490346884916154,ind2,0.15214900189372219,0.1321490018937222,0.1421490018937222,0.009999999999999995
43,8,6,0.15490346884916154,ind21,0.13386217074425802,0.11386217074425803,0.12386217074425802,0.009999999999999995
44,8,6,0.15490346884916154,ind43,0.21539814769744783,0.19539814769744784,0.20539814769744785,0.009999999999999995
45,8,6,0.15490346884916154,ind67,0.18708660307854727,0.16708660307854728,0.1770866030785473,0.009999999999999995
49,9,6,0.15490346884916154,ind21,0.13386217074425802,0.11386217074425803,0.12386217074425802,0.009999999999999995
48,9,6,0.15490346884916154,ind2,0.15214900189372219,0.1321490018937222,0.1421490018937222,0.009999999999999995
50,9,6,0.15490346884916154,ind43,0.21539814769744783,0.19539814769744784,0.20539814769744785,0.009999999999999995
46,9,6,0.15490346884916154,ind10,0.14458643637240515,0.11458643637240515,0.12958643637240513,0.015
47,9,6,0.15490346884916154,ind18,0.16633845330858876,0.13633845330858876,0.15133845330858875,0.015
51,9,6,0.15490346884916154,ind67,0.18708660307854727,0.16708660307854728,0.1770866030785473,0.009999999999999995
