,Generation id,Number of archives,Average fog amount for whole generation,Name of the individual,Fog density of failure version,Fog density of successful version,Average fog density of individual,standard deviation
0,0,1,0.18675134950795408,ind9,0.20675134950795407,0.16675134950795406,0.18675134950795408,0.020000000000000004
1,1,1,0.18675134950795408,ind9,0.20675134950795407,0.16675134950795406,0.18675134950795408,0.020000000000000004
2,2,2,0.11298833824200158,ind38,0.05922532697604907,0.01922532697604907,0.039225326976049066,0.02
3,2,2,0.11298833824200158,ind9,0.20675134950795407,0.16675134950795406,0.18675134950795408,0.020000000000000004
4,3,3,0.14192432966560478,ind43,0.05922532697604907,0.02922532697604907,0.04422532697604907,0.015
5,3,3,0.14192432966560478,ind51,0.21979631251281118,0.1697963125128112,0.19479631251281118,0.024999999999999994
6,3,3,0.14192432966560478,ind9,0.20675134950795407,0.16675134950795406,0.18675134950795408,0.020000000000000004
7,4,3,0.14525766299893814,ind43,0.05922532697604907,0.02922532697604907,0.04422532697604907,0.015
8,4,3,0.14525766299893814,ind63,0.22675134950795406,0.18675134950795408,0.20675134950795407,0.01999999999999999
9,4,3,0.14525766299893814,ind65,0.19979631251281119,0.1697963125128112,0.1847963125128112,0.015
14,5,5,0.1571044851898344,ind82,0.1788311937710001,0.1288311937710001,0.1538311937710001,0.024999999999999994
13,5,5,0.1571044851898344,ind75,0.24591824318135755,0.14591824318135754,0.19591824318135753,0.05
11,5,5,0.1571044851898344,ind63,0.22675134950795406,0.18675134950795408,0.20675134950795407,0.01999999999999999
10,5,5,0.1571044851898344,ind43,0.05922532697604907,0.02922532697604907,0.04422532697604907,0.015
12,5,5,0.1571044851898344,ind65,0.19979631251281119,0.1697963125128112,0.1847963125128112,0.015
15,6,6,0.15699255223828373,ind43,0.05922532697604907,0.02922532697604907,0.04422532697604907,0.015
16,6,6,0.15699255223828373,ind63,0.22675134950795406,0.18675134950795408,0.20675134950795407,0.01999999999999999
17,6,6,0.15699255223828373,ind65,0.19979631251281119,0.1697963125128112,0.1847963125128112,0.015
18,6,6,0.15699255223828373,ind82,0.1788311937710001,0.1288311937710001,0.1538311937710001,0.024999999999999994
19,6,6,0.15699255223828373,ind92,0.2514328874805304,0.11143288748053042,0.1814328874805304,0.06999999999999999
20,6,6,0.15699255223828373,ind93,0.19591824318135753,0.14591824318135754,0.17091824318135754,0.024999999999999994
25,7,6,0.15699255223828373,ind92,0.2514328874805304,0.11143288748053042,0.1814328874805304,0.06999999999999999
26,7,6,0.15699255223828373,ind93,0.19591824318135753,0.14591824318135754,0.17091824318135754,0.024999999999999994
24,7,6,0.15699255223828373,ind82,0.1788311937710001,0.1288311937710001,0.1538311937710001,0.024999999999999994
21,7,6,0.15699255223828373,ind43,0.05922532697604907,0.02922532697604907,0.04422532697604907,0.015
22,7,6,0.15699255223828373,ind63,0.22675134950795406,0.18675134950795408,0.20675134950795407,0.01999999999999999
23,7,6,0.15699255223828373,ind65,0.19979631251281119,0.1697963125128112,0.1847963125128112,0.015
34,8,8,0.15633311985649484,ind93,0.19591824318135753,0.14591824318135754,0.17091824318135754,0.024999999999999994
32,8,8,0.15633311985649484,ind82,0.1788311937710001,0.1288311937710001,0.1538311937710001,0.024999999999999994
31,8,8,0.15633311985649484,ind65,0.19979631251281119,0.1697963125128112,0.1847963125128112,0.015
33,8,8,0.15633311985649484,ind92,0.2514328874805304,0.11143288748053042,0.1814328874805304,0.06999999999999999
29,8,8,0.15633311985649484,ind43,0.05922532697604907,0.02922532697604907,0.04422532697604907,0.015
28,8,8,0.15633311985649484,ind118,0.18151154478254258,0.12151154478254259,0.15151154478254258,0.03
27,8,8,0.15633311985649484,ind116,0.1821981006397137,0.1321981006397137,0.1571981006397137,0.024999999999999994
30,8,8,0.15633311985649484,ind63,0.22675134950795406,0.18675134950795408,0.20675134950795407,0.01999999999999999
41,9,8,0.1631065161926072,ind92,0.2514328874805304,0.11143288748053042,0.1814328874805304,0.06999999999999999
35,9,8,0.1631065161926072,ind127,0.18151154478254258,0.1615115447825426,0.1715115447825426,0.009999999999999995
36,9,8,0.1631065161926072,ind141,0.20638527132861262,0.17638527132861262,0.1913852713286126,0.015
37,9,8,0.1631065161926072,ind43,0.05922532697604907,0.02922532697604907,0.04422532697604907,0.015
38,9,8,0.1631065161926072,ind63,0.22675134950795406,0.18675134950795408,0.20675134950795407,0.01999999999999999
39,9,8,0.1631065161926072,ind65,0.19979631251281119,0.1697963125128112,0.1847963125128112,0.015
40,9,8,0.1631065161926072,ind82,0.1788311937710001,0.1288311937710001,0.1538311937710001,0.024999999999999994
42,9,8,0.1631065161926072,ind93,0.19591824318135753,0.14591824318135754,0.17091824318135754,0.024999999999999994
