,amount,status
0,0.0,success
1,0.06666666666666667,success
2,0.13333333333333333,failure
3,0.2,success
4,0.26666666666666666,failure
5,0.3333333333333333,success
6,0.39999999999999997,success
7,0.4666666666666666,success
8,0.5333333333333333,success
9,0.6,success
10,0.6666666666666666,success
11,0.7333333333333333,failure
12,0.7999999999999999,success
13,0.8666666666666666,success
14,0.9333333333333332,success
15,0.9999999999999999,failure
16,1.0,success
