timer	damage	pos	dir	vel	gforces	gforces2	steering	steering_input	brake	brake_input	throttle	throttle_input	throttleFactor	engineThrottle	wheelspeed	vel_kmh	is_oob	oob_counter	max_oob_percentage	oob_distance
0	0	(2.0239598751068115, 2.480642318725586, -28)	(0.009620939381420612, 0.9999536871910095, 0)	(0, 0, 0)	(0, 0, 0)	(0, 0, 0)	0	None	0	None	0	None	None	None	0	0	False	0	nan	1.9979954041038714
0.16750000417232513	0	(2.0238821506500244, 2.482085943222046, -27.975605010986328)	(0.009101995266973972, 0.999948263168335, -0.004551018122583628)	(-0.020734520629048347, 0.09721042960882187, 0.1457211673259735)	(-0.0063968016766011715, -0.17069561779499054, -10.216442108154297)	(-0.02882697034630391, 0.054415615600708414, -7.398005949896305)	-52.91715795635378	0.12646950914579314	0	0	0.9689898551129055	0.9689898551129055	1	0.9689898551129055	0.0632060473722323	1	False	0	nan	1.997901355479959
0.39350001886487007	0	(2.0222103595733643, 2.5960729122161865, -27.881694793701172)	(0.006168243009597063, 0.9999597072601318, -0.0065274303779006)	(0.047803498804569244, 0.7885543704032898, 0.6801646947860718)	(0.16402463614940643, -3.4979588985443115, -12.121424674987793)	(-0.010030927677333115, -2.95372098723947, -11.220381464042424)	-82.55547970532865	0.1618734896183014	0	0	0.9721969733587936	0.9721969733587936	1	0.9721969733587936	1.3291246604841902	4	False	0	nan	1.9949403408411752
0.6065000258386135	0	(2.0395941734313965, 2.7982254028320312, -27.759418487548828)	(0.014179733581840992, 0.9998957514762878, -0.0027255238965153694)	(0.030658556148409843, 1.2628343105316162, 0.37267690896987915)	(2.2131400108337402, -3.3051774501800537, -6.266267776489258)	(0.6492013365530634, -2.600626910604121, -8.38361292373325)	-37.75110729038728	0.07402177900075912	0	0	0.9689207762335629	0.9689207762335629	0.22739297719696494	0.9689207762335629	4.0748648470527	5	False	0	nan	1.9902618036323008
0.8185000382363796	0	(2.059150218963623, 3.190782308578491, -27.750226974487305)	(0.01683131419122219, 0.999736487865448, 0.015609243884682655)	(0.16360507905483246, 2.400622606277466, -0.12904398143291473)	(-2.5134081840515137, -4.454957962036133, -9.674659729003906)	(-1.0002367770579879, -4.095353514129366, -7.816340361376635)	-65.67879163288653	0.12878194451332092	0	0	0.9434152107673679	0.9434152107673679	0.4638727802451025	0.9434152107673679	3.8366569528434966	9	False	0	nan	1.9757550877182277
1.0325000509619713	0	(2.107909917831421, 3.846945285797119, -27.76034927368164)	(0.04109783098101616, 0.9989132881164551, 0.0219790767878294)	(0.3015190064907074, 3.801525831222534, 0.06876296550035477)	(-3.2608590126037598, -4.17022180557251, -9.0104341506958)	(-1.2222687206838687, -5.909666537588631, -9.089751991961768)	-86.11933887004844	0.16886144876480103	0	0	0.8418858111210525	0.8418858111210525	0.6767051643807225	0.8418858111210525	5.673116588856828	14	False	0	nan	1.9354367248730628
1.23000006377697	0	(2.1953723430633545, 4.7202301025390625, -27.759563446044922)	(0.07243816554546356, 0.997156023979187, 0.02079499326646328)	(0.585602343082428, 5.143579483032227, -0.04379851371049881)	(-0.5036412477493286, -8.559804916381836, -12.57883358001709)	(-1.0333249865268974, -6.634587687265169, -10.635643700833587)	-79.27385419609679	0.15543892979621887	0	0	0.662238739103806	0.662238739103806	0.8774298510194997	0.662238739103806	5.281478813638103	19	False	0	nan	1.8603378542685112
1.4270000718533993	0	(2.3395872116088867, 5.847105979919434, -27.758962631225586)	(0.1060221865773201, 0.9942171573638916, 0.0170742180198431)	(0.8866851329803467, 6.179915904998779, -0.039953358471393585)	(-1.4834778308868408, -3.1937527656555176, -9.216028213500977)	(-1.2107744759690904, -4.69783909766022, -9.821607357011386)	-64.72330257296575	0.12690843641757965	0	0	0.40629424876604514	0.40629424876604514	1	0.40629424876604514	6.4293730122714905	22	False	0	nan	1.7329867724053416
1.6345000825822353	0	(2.5647084712982178, 7.191375255584717, -27.761131286621094)	(0.14651237428188324, 0.9891825318336487, 0.007216549012809992)	(1.3296853303909302, 6.65369176864624, 0.001645444892346859)	(-1.5488693714141846, -2.269737720489502, -8.96703815460205)	(-1.1590423899020332, -2.653017390838905, -9.58201295324442)	-102.07712199996223	0.21022535860538483	0	0	0.18140529859923737	0.18140529859923737	1	0.18140529859923737	6.925846085167769	24	False	0	nan	1.5294803206634637
1.8390000946819782	0	(2.856849431991577, 8.566816329956055, -27.76816177368164)	(0.18910476565361023, 0.9819542765617371, -0.002253058133646846)	(1.4324331283569336, 6.692958354949951, -0.038835007697343826)	(0.6705788969993591, 0.8020681142807007, -9.586103439331055)	(-0.2627250641283513, -0.6055213524462828, -9.734940397536649)	-32.12112039327586	0.06298258900642395	0	0	0.07443319348204791	0.07443319348204791	1	0.07443319348204791	6.973801121159628	25	False	0	nan	1.2609505076123608
2.042500101029873	0	(3.131310224533081, 9.924238204956055, -27.773395538330078)	(0.1952056586742401, 0.9807106852531433, -0.010059633292257786)	(1.2159701585769653, 6.540188789367676, -0.023053070530295372)	(1.1371517181396484, 0.8868907690048218, -9.698247909545898)	(0.6304957983077749, 0.5149466151687772, -9.928052158382833)	29.660908221643094	-0.05928632989525795	0	0	0	0	1	0	6.66681582854377	24	False	0	nan	1.01105126776535
2.2395001128315926	0	(3.343029737472534, 11.183854103088379, -27.77410888671875)	(0.17559419572353363, 0.9843913912773132, -0.011838151142001152)	(0.9555918574333191, 6.514872074127197, -0.00047243665903806686)	(1.5971025228500366, -0.591783881187439, -10.768141746520996)	(1.4449638134669827, -0.18743473691987275, -10.337223495559765)	71.43034899695722	-0.15714591977799458	0	0	0.04483761741645931	0.04483761741645931	1	0.04483761741645931	6.310863393412426	24	False	0	nan	0.8230551718883228
2.436500120908022	0	(3.4863650798797607, 12.452301979064941, -27.776159286499023)	(0.13345026969909668, 0.9909701943397522, -0.013000988401472569)	(0.4858701229095459, 6.344110012054443, -0.022805048152804375)	(2.136397123336792, 1.7288017272949219, -9.927347183227539)	(1.485269372648528, 0.8361569892564944, -10.016886742093885)	117.1856766372286	-0.24490946338821765	0	0	0.015631789991059852	0.015631789991059852	1	0.015631789991059852	6.397389055794417	23	False	0	nan	0.7043274129283692
2.646500129252672	0	(3.5435261726379395, 13.80385971069336, -27.77448081970215)	(0.07080679386854172, 0.9974426031112671, -0.009723970666527748)	(0.0481904111802578, 6.487910747528076, 0.01849016174674034)	(2.8201496601104736, -1.5398354530334473, -9.810953140258789)	(2.6716780031468015, -0.1332911817896975, -9.669226269532855)	125.0305505096911	-0.24515794217586517	0	0	0.0934975833880951	0.0934975833880951	1	0.0934975833880951	6.465119132031634	23	False	0	nan	0.6739811281098551
2.849500134587288	0	(3.5387561321258545, 15.132281303405762, -27.77020835876465)	(0.021337030455470085, 0.9997578859329224, -0.005388668272644281)	(-0.030639372766017914, 6.709838390350342, -0.004963106010109186)	(-0.06814508140087128, -1.4031171798706055, -8.700403213500977)	(0.9318019460522573, -1.221657942616653, -9.520129223540684)	43.77997778356059	-0.08584309369325638	0	0	0.14623096326517082	0.14623096326517082	1	0.14623096326517082	6.736976274933324	24	False	0	nan	0.7055132240782698
3.050500139594078	0	(3.5293171405792236, 16.483251571655273, -27.770219802856445)	(0.002488495549187064, 0.9999789595603943, -0.006000956054776907)	(-0.08042505383491516, 6.706914901733398, -0.019868766888976097)	(0.6710875034332275, 0.1815507858991623, -9.561517715454102)	(0.4196505918928108, -0.4983186218989227, -9.609933025595144)	24.586996771395157	-0.04820979759097099	0	0	0.07607581541623765	0.07607581541623765	1	0.07607581541623765	6.658804630181599	24	False	0	nan	0.74238899582371
3.2475001476705074	0	(3.526373863220215, 17.803537368774414, -27.768556594848633)	(-0.0007034956943243742, 0.9999717473983765, -0.007477607112377882)	(0.043136440217494965, 6.691952228546143, -0.0031062858179211617)	(-0.2126733958721161, 0.5348598957061768, -9.257580757141113)	(-0.03110262842179755, 0.003151059466769718, -9.356162036424871)	-24.49532669037614	0.048030052334070206	0	0	0.07609311407278652	0.07609311407278652	1	0.07609311407278652	6.758670898994519	24	False	0	nan	0.7721656816700444
3.4470001608133316	0	(3.536142587661743, 19.146995544433594, -27.769710540771484)	(0.004840790294110775, 0.9999561309814453, -0.008012399077415466)	(0.048864953219890594, 6.762556552886963, 0.004145012237131596)	(-0.06730367988348007, -0.4709673225879669, -10.135065078735352)	(0.17030368738263593, -0.07794834361197225, -9.88228218891214)	0.23243590258069974	-0.00045575667172670364	0	0	0.07839979228585625	0.07839979228585625	1	0.07839979228585625	6.866570515278705	24	False	0	nan	0.7895232276628816
3.650000173598528	0	(3.5467305183410645, 20.532806396484375, -27.769123077392578)	(0.0069644758477807045, 0.9999434351921082, -0.008035358041524887)	(0.049726422876119614, 6.783003330230713, 0.004760921001434326)	(0.5031231641769409, -0.09171868115663528, -9.639246940612793)	(-0.12606811893985725, -0.25996491799582333, -9.788533875309335)	-5.978809604421187	0.011723156087100506	0	0	0.07826256761135753	0.07826256761135753	1	0.07826256761135753	6.768638368869332	24	False	0	nan	0.8065151978155833
3.8525001853704453	0	(3.566979169845581, 21.900026321411133, -27.76876449584961)	(0.012535015121102333, 0.9998884201049805, -0.008125334978103638)	(0.14694753289222717, 6.817615509033203, 0.011815833859145641)	(-1.0425941944122314, -0.4954151511192322, -9.932785034179688)	(-0.4869705618323031, -0.15414525275234403, -9.789565392956419)	-14.806002415688939	0.029031377285718918	0	0	0.07755717913289428	0.07755717913289428	1	0.07755717913289428	6.887823286076694	25	False	0	nan	0.8128623745517178
4.059500191360712	0	(3.5947368144989014, 23.28299903869629, -27.771451950073242)	(0.017926404252648354, 0.9997706413269043, -0.01171422004699707)	(0.12195564806461334, 6.500895023345947, -0.021056322380900383)	(0.3643018305301666, 2.877908706665039, -10.051719665527344)	(0.06217064701137273, 1.4883183844177243, -9.861030336799967)	-5.242263777181727	0.010278948582708836	0	0	0	0	1	0	6.604522957414858	23	False	0	nan	0.8111710653708792
4.261000197380781	0	(3.614211320877075, 24.62534523010254, -27.769926071166992)	(0.015674086287617683, 0.9998478293418884, -0.007652164436876774)	(0.07252315431833267, 6.837464809417725, 0.015424777753651142)	(0.31383034586906433, -2.4418513774871826, -9.781785011291504)	(0.43484399460668466, -0.684715041955857, -9.73737732115677)	15.695073008537356	-0.03077465295791626	0	0	0.15265292073531977	0.15265292073531977	1	0.15265292073531977	7.000689388445777	25	False	0	nan	0.8155337514875849
4.466500204056501	0	(3.6209444999694824, 26.011119842529297, -27.771957397460938)	(0.008254766464233398, 0.9999119639396667, -0.010396603494882584)	(-0.008330515585839748, 6.526658535003662, -0.016812028363347054)	(0.7803552150726318, 2.505042791366577, -9.487316131591797)	(0.4011297343614567, 0.8798299108718262, -9.519626741206023)	14.00318339467042	-0.02745722234249115	0	0	0	0	1	0	6.568410892349245	23	False	0	nan	0.8076016709836054
4.662500213831663	0	(3.622622013092041, 27.28737449645996, -27.769384384155273)	(0.003923754673451185, 0.9999644756317139, -0.007463946472853422)	(-0.001704538706690073, 6.821038722991943, -0.0007584795821458101)	(0.5714890360832214, -2.813791275024414, -9.854122161865234)	(0.4332916544729847, -1.2463083068192895, -9.631848591043763)	5.463096527382828	-0.010711953975260258	0	0	0.15348525404203184	0.15348525404203184	1	0.15348525404203184	6.850457919848193	25	False	0	nan	0.7633296202269293
4.8595002219080925	0	(3.6132659912109375, 28.632347106933594, -27.7725887298584)	(-0.0034166108816862106, 0.9999382495880127, -0.010569943115115166)	(-0.12805402278900146, 6.5260910987854, -0.026514748111367226)	(0.9969093799591064, 2.9316136837005615, -9.695209503173828)	(0.8626432261899978, 1.1405942356160037, -9.601312990923459)	30.576647631703057	-0.0599542111158371	0	0	0	0	1	0	6.5384668837680255	23	False	0	nan	0.6884786699230259
