,Initial population time,Evaluation process time,Whole process time,Every seed duration
0,0:17:18.784450,1:38:37.640675,1:38:37.705675,"['0:10:03.236065', '0:08:59.461351', '0:09:50.619062', '0:10:01.673987', '0:10:29.277480', '0:09:42.758981', '0:09:46.178070', '0:09:44.420883', '0:10:03.207706', '0:09:56.807090']"
