,Initial population time,Evaluation process time,Whole process time,Every seed duration
0,0:16:31.353101,1:37:40.808049,1:37:40.888048,"['0:10:09.616508', '0:06:43.275679', '0:09:16.037085', '0:09:33.975341', '0:10:04.701674', '0:10:16.652195', '0:11:14.915121', '0:10:39.045367', '0:10:32.073158', '0:09:10.515921']"
