,Initial population time,Evaluation process time,Whole process time,Every seed duration
0,0:42:06.591674,4:08:37.584556,4:08:37.715558,"['0:12:28.086629', '0:12:03.472757', '0:11:32.037923', '0:12:42.519080', '0:11:42.482093', '0:18:29.813583', '0:11:32.818720', '0:13:03.682345', '0:09:00.880502', '0:13:04.158674', '0:11:52.615022', '0:12:15.764784', '0:11:38.865458', '0:12:27.966594', '0:13:22.243030', '0:11:51.297955', '0:11:57.731140', '0:12:40.234573', '0:11:50.098361', '0:13:00.815333']"
