,Generation id,Number of archives,Initial population time,Evaluation process time,Distance calculation time,Whole process time
0,0,4,0:48:09.522785,0:27:27.667557,0:00:06.379829,1:15:43.570171
1,1,6,0:00:00.008001,0:22:06.017738,0:02:02.535085,0:24:08.560824
