,Initial population time,Evaluation process time,Whole process time,Every seed duration
0,0:18:09.715411,1:48:10.007418,1:48:10.076422,"['0:10:01.443349', '0:12:00.065981', '0:11:29.386610', '0:06:20.439399', '0:12:03.250175', '0:12:34.281320', '0:11:33.480575', '0:09:40.832643', '0:10:58.384186', '0:11:28.443180']"
