,Initial population time,Evaluation process time,Whole process time,Every seed duration
0,0:17:07.888372,1:38:48.693165,1:38:48.760545,"['0:09:55.838453', '0:10:01.531296', '0:10:39.712226', '0:09:10.393549', '0:08:23.964546', '0:10:46.605230', '0:09:49.645515', '0:10:29.647044', '0:09:58.046505', '0:09:33.308801']"
