timer	pos	dir	vel	steering	steering_input	brake	brake_input	throttle	throttle_input	wheelspeed	vel_kmh	is_oob	oob_counter	max_oob_percentage	oob_distance
0	(2.0239598751068115, 2.480642318725586, -28)	(0.009620939381420612, 0.9999536871910095, 0)	(0, 0, 0)	0	None	0	None	0	None	0	0	False	0	nan	1.9979954041038714
0.19550000876188278	(2.023638963699341, 2.4823546409606934, -27.9708309173584)	(0.008661926724016666, 0.9999476075172424, -0.005471981130540371)	(-0.02197602577507496, 0.09858192503452301, 0.14014136791229248)	-62.28020915827731	0.14595863102625442	0	0	0.9661276457172023	0.9661276457172023	0.0785422110102726	1	False	0	nan	1.9976551447903876
0.42500002309679985	(2.023104429244995, 2.602915048599243, -27.874292373657227)	(0.006776484660804272, 0.9999433159828186, -0.008215979672968388)	(0.030631670728325844, 0.9191839694976807, 0.7078166604042053)	-87.63585269444911	0.1718350052833557	0	0	0.9688727309592691	0.9688727309592691	2.980711171245607	4	False	0	nan	1.995756960476152
0.6505000330507755	(2.0453615188598633, 2.815211296081543, -27.752439498901367)	(0.00972229614853859, 0.999872088432312, -0.012702112086117268)	(0.006782909855246544, 1.1975129842758179, 0.17084679007530212)	-32.67527505755451	0.06406916677951813	0	0	0.9702951418681783	0.9702951418681783	3.356963303315684	4	False	0	nan	1.9847133489842828
0.8772500455379486	(2.0638527870178223, 3.2292592525482178, -27.751487731933594)	(0.010898006148636341, 0.9998202323913574, 0.015514952130615711)	(0.14522318542003632, 2.499824047088623, -0.11426948755979538)	-63.72560150010738	0.12495215982198715	0	0	0.9587869577558207	0.9587869577558207	4.091728685042322	9	False	0	nan	1.9715476661772822
1.1027500554919243	(2.1172327995300293, 3.974647045135498, -27.759750366210938)	(0.03461766988039017, 0.9991591572761536, 0.021968014538288116)	(0.37445947527885437, 4.058059215545654, 0.03774641454219818)	-86.13723590970048	0.16889654099941254	0	0	0.8418739584384338	0.8418739584384338	4.71272628801497	15	False	0	nan	1.9278368534111394
1.3300000689923763	(2.228304386138916, 5.052732944488525, -27.758563995361328)	(0.07372340559959412, 0.9971215724945068, 0.017708851024508476)	(0.7108542919158936, 5.3567891120910645, -0.009294327348470688)	-86.06058642271631	0.1687462478876114	0	0	0.6115247038238528	0.6115247038238528	5.578087829753267	19	False	0	nan	1.8321509110129812
1.551000077277422	(2.420196771621704, 6.360237121582031, -27.757978439331055)	(0.12049386650323868, 0.9926143884658813, 0.014069624245166779)	(1.128759741783142, 6.479404449462891, -0.012225744314491749)	-90.49464449286465	0.17744047939777374	0	0	0.39091487627108823	0.39091487627108823	6.8107235865769145	24	False	0	nan	1.6603496432585505
1.7677500881254673	(2.6878442764282227, 7.7864155769348145, -27.764570236206055)	(0.16516675055027008, 0.9862648248672485, 0.0013097639894112945)	(1.3257708549499512, 6.524740695953369, -0.0630749985575676)	-68.54857251048108	0.13440896570682526	0	0	0.0603342299376215	0.0603342299376215	6.675739636937391	24	False	0	nan	1.4162570345215162
1.9840000979602337	(2.9832072257995605, 9.210265159606934, -27.769044876098633)	(0.19250628352165222, 0.9812795519828796, -0.0056314547546207905)	(1.3955634832382202, 6.606170177459717, -0.015156940557062626)	-22.125386260450192	0.04338311031460762	0	0	0.07651790573943063	0.07651790573943063	6.7946683298276245	24	False	0	nan	1.1459786253235533
2.2100001126527786	(3.278463125228882, 10.727132797241211, -27.771705627441406)	(0.19092898070812225, 0.9815687537193298, -0.008295814506709576)	(1.186501383781433, 6.680078029632568, -0.00047608776367269456)	43.50804977317012	-0.10543019915589862	0	0	0.06570930278685094	0.06570930278685094	6.905906126142733	24	False	0	nan	0.8788886398928859
2.4420001208782196	(3.4999148845672607, 12.282872200012207, -27.77426528930664)	(0.15191157162189484, 0.9883377552032471, -0.010557694360613823)	(0.6881263256072998, 6.640578269958496, -0.025578679516911507)	96.64019995880136	-0.1924562156200409	0	0	0.04136060506921235	0.04136060506921235	6.6678837822783965	24	False	0	nan	0.6874547555266985
2.6757501289248466	(3.6047933101654053, 13.818050384521484, -27.775663375854492)	(0.08850347250699997, 0.9959945678710938, -0.012730340473353863)	(0.19405514001846313, 6.450727462768555, 0.009210372343659401)	121.47201865911501	-0.23818042874336243	0	0	0.02167008336362808	0.02167008336362808	6.569443332137072	23	False	0	nan	0.6130102762949683
2.9090001359581947	(3.623171806335449, 15.346534729003906, -27.770797729492188)	(0.03295313939452171, 0.9994319081306458, -0.007059119176119566)	(-0.0023241767194122076, 6.697463512420654, -0.010514708235859871)	63.513413295149846	-0.12453610450029373	0	0	0.13809075867589193	0.13809075867589193	6.672221732149241	24	False	0	nan	0.6254547464957756
3.132500145584345	(3.605648994445801, 16.844255447387695, -27.7708797454834)	(0.0011533257784321904, 0.999970555305481, -0.0075823524966835976)	(-0.15324805676937103, 6.7117719650268555, -0.021066108718514442)	49.173415973782404	-0.09641846269369125	0	0	0.06910348005178535	0.06910348005178535	6.585790536419993	24	False	0	nan	0.6734202772717555
3.3632501512765884	(3.5783753395080566, 18.39979362487793, -27.76862907409668)	(-0.012162440456449986, 0.9998942017555237, -0.007979817688465118)	(-0.04355191811919212, 6.702263355255127, -0.00393429072573781)	-13.12926068902021	0.025743648409843445	0	0	0.07773726456655039	0.07773726456655039	6.74218231458818	24	False	0	nan	0.7322722367686259
