timer	damage	pos	dir	vel	gforces	gforces2	steering	steering_input	brake	brake_input	throttle	throttle_input	throttleFactor	engineThrottle	wheelspeed	vel_kmh	is_oob	oob_counter	max_oob_percentage	oob_distance
0	0	(2.0239598751068115, 2.480642318725586, -28)	(0.009620939381420612, 0.9999536871910095, 0)	(0, 0, 0)	(0, 0, 0)	(0, 0, 0)	0	None	0	None	0	None	None	None	0	0	False	0	nan	1.9979954041038714
0.20000000298023224	0	(2.024043083190918, 2.482574224472046, -27.96964454650879)	(0.008953943848609924, 0.9999462366104126, -0.005222642328590155)	(-0.008468824438750744, 0.09835398197174072, 0.16122448444366455)	(0.08525827527046204, -0.00973376166075468, -10.16598129272461)	(0.020589078640539986, 0.05201228394424408, -8.169114226613258)	-44.312393814325	0.08688704669475555	0	0	0.9924506411166634	0.9924506411166634	1	0.9924506411166634	0.07532687428421209	1	False	0	nan	1.9980567546737633
0.4400000125169754	0	(2.024683952331543, 2.6079297065734863, -27.853057861328125)	(0.008722880855202675, 0.9999547600746155, -0.003766631009057164)	(0.03589623421430588, 0.8896756768226624, 0.9076361060142517)	(0.09651967883110046, -2.5048720836639404, -13.334716796875)	(-0.008925983279423802, -2.762157629741385, -11.760982071949531)	-34.92726221680602	0.068484827876091	0	0	0.9937098283507821	0.9937098283507821	0.6209351780888703	0.9937098283507821	2.694435874859597	5	False	0	nan	1.9972761348006876
0.6755000241100788	0	(2.0304267406463623, 2.845606803894043, -27.740943908691406)	(0.012293784879148006, 0.9999243021011353, -0.0004336447746027261)	(-0.008936332538723946, 1.4611973762512207, -0.012254888191819191)	(-0.35672807693481445, -3.41941499710083, -4.111514568328857)	(-0.16356107290693167, -2.57441752357916, -6.3266022414637755)	8.126876614987914	-0.015935052186250687	0	0	0.9597460741118214	0.9597460741118214	0.48116937659006753	0.9597460741118214	2.1656625427586196	5	False	0	nan	1.9999622653539335
0.9095000326633453	0	(2.0411853790283203, 3.343480110168457, -27.75474739074707)	(0.01432278472930193, 0.9998112320899963, 0.013131799176335335)	(0.09144867211580276, 2.915161609649658, -0.05972221866250038)	(0.8148949146270752, -7.439184665679932, -9.310050964355469)	(0.09552680343000142, -6.665279995993548, -8.53097489142827)	-18.07200696319314	0.035435307770967484	0	0	0.9587443389631768	0.9587443389631768	0.895801653156165	0.9587443389631768	2.5508476318775655	11	False	0	nan	1.9956819148240243
1.1440000422298908	0	(2.071094274520874, 4.2039690017700195, -27.758493423461914)	(0.023149223998188972, 0.9995880722999573, 0.01696062833070755)	(0.17623403668403625, 4.385671138763428, 0.022471141070127487)	(-0.12352441251277924, -5.163440704345703, -9.194696426391602)	(-0.15736443455049748, -6.3901229818849306, -9.497750423976168)	-29.499878548085338	0.05784289911389351	0	0	0.8030541990221	0.8030541990221	1	0.8030541990221	4.967049244115989	16	False	0	nan	1.9772409973031435
1.376000054180622	0	(2.1307315826416016, 5.3674821853637695, -27.759828567504883)	(0.0394941009581089, 0.9991036057472229, 0.01523799728602171)	(0.32365939021110535, 5.726958751678467, -0.005833964329212904)	(-0.15106987953186035, -7.7252607345581055, -10.052840232849121)	(-0.135458385429726, -6.918290608498329, -9.740000674918663)	-38.26200507579312	0.07502353936433792	0	0	0.5847714685412477	0.5847714685412477	1	0.5847714685412477	6.376243866631734	21	False	0	nan	1.9343744925021729
1.6090000607073307	0	(2.24621319770813, 6.816123962402344, -27.760385513305664)	(0.06842315196990967, 0.9975972771644592, 0.010854607447981834)	(0.6596806645393372, 6.6238508224487305, -0.011348530650138855)	(-1.7908047437667847, -3.1792550086975098, -10.102252006530762)	(-1.1395304674926119, -4.354048677023113, -10.02928332695745)	-68.93044441938416	0.1351577341556549	0	0	0.2761323868979094	0.2761323868979094	1	0.2761323868979094	6.999215129398121	24	False	0	nan	1.8416911401380958
1.8430000692605972	0	(2.4580793380737305, 8.362872123718262, -27.76629638671875)	(0.12019593268632889, 0.9927424788475037, -0.0038983765989542007)	(1.1118706464767456, 6.406946659088135, 0.004069426562637091)	(-2.5082602500915527, 1.9557008743286133, -9.204024314880371)	(-1.9083087039882725, 0.24378127431030028, -9.584700158844877)	-107.45237454771998	0.2106909304857254	0	0	0.03400933181105925	0.03400933181105925	1	0.03400933181105925	6.5605651252015935	23	False	0	nan	1.6560700703603275
2.0705000795423985	0	(2.7498347759246826, 9.839996337890625, -27.767208099365234)	(0.17414826154708862, 0.984704315662384, -0.005462342407554388)	(1.4497162103652954, 6.648238182067871, 0.006042697466909885)	(-0.5005998611450195, -1.0650811195373535, -10.81827163696289)	(-1.16281747005045, -1.0318861088170594, -10.09248492647097)	-76.4366452395913	0.14987577497959137	0	0	0.13113725207426685	0.13113725207426685	1	0.13113725207426685	6.917849730019726	24	False	0	nan	1.3909103698424308
2.3045000918209553	0	(3.1218676567077637, 11.397692680358887, -27.76761245727539)	(0.21896977722644806, 0.9757000803947449, -0.007848710753023624)	(1.7363165616989136, 6.560290813446045, -0.007156440056860447)	(-0.6517468690872192, 0.4242926836013794, -10.58289623260498)	(-0.9514358137431089, -0.05101755989825882, -10.174365331903868)	-68.59909459948553	0.13450802862644196	0	0	0.0603075902350283	0.0603075902350283	1	0.0603075902350283	6.857923937149061	24	False	0	nan	1.0482603042359209
